restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Lucky Sandwich And Pizza Corner,Restaurant,Fast Food,4.1,200,Vile Parle West,Mumbai
Jhakas,Restaurant,"Chinese,Mughlai,North Indian,Seafood",3.6,650,Sion,Mumbai
Brownie Point,Restaurant,Desserts,4.2,400,Pali Hill-- Bandra West,Mumbai
The Yoga House,Restaurant,"Cafe,Healthy Food",4.1,1500,Carter Road-- Bandra West,Mumbai
Raisin,Restaurant,Continental,3.9,1300,Charni Road,Mumbai
Bakers,Restaurant,"Bakery,Fast Food",3.8,250,Near Andheri East Station,Mumbai
China Bistro,Restaurant,"Asian,Chinese,Thai,Korean",4.3,1400,Vasant Vihar-- Thane West,Mumbai
Global Culture,Restaurant,"North Indian,Continental,Italian,Sushi",4.2,1300,Sanpada,Mumbai
Borivali Biryani Centre,Restaurant,"North Indian,Chinese,Mexican",4.1,800,Dahisar East,Mumbai
Thackers,Restaurant,"Gujarati,Italian,North Indian",3.8,800,Chowpatty,Mumbai
Mumbai Palace Kitchen & Bar,Restaurant,"North Indian,Chinese,Seafood,Mangalorean",3.8,750,Ghansoli,Mumbai
Sequel Bistro & Juice Bar,Restaurant,"Cafe,Healthy Food",3.9,1500,Pali Hill-- Bandra West,Mumbai
Red Indian Sizzlers,Restaurant,"Chinese,Italian,Mexican,Continental",3.9,800,Kandivali West,Mumbai
Arfat,Restaurant,"North Indian,Chinese,Biryani",3.9,450,Mira Road,Mumbai
The Post Box,Restaurant,"North Indian,Chinese,Pizza,Continental",NEW,750,Virar,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Veggies,Restaurant,"North Indian,Chinese,South Indian,Street Food",4.0,550,Castle Mill-- Thane West,Mumbai
Pastovilla,Restaurant,"North Indian,Italian,Mexican,Chinese,Desserts",4.1,800,4 Bungalows,Mumbai
Suruchi,Restaurant,"South Indian,North Indian,Chinese,Fast Food",3.7,500,Kandivali East,Mumbai
Ek Aur Baar,Restaurant,"North Indian,Chinese",3.5,900,Mahakali,Mumbai
Sagar Chinese,Restaurant,"Chinese,North Indian",3.6,500,Juhu,Mumbai
Q 'N' Q,Restaurant,"North Indian,Mughlai,Chinese,Seafood",3.3,550,Virar,Mumbai
Varanda Kitchen & Bar,Restaurant,"Chinese,North Indian,Seafood,Continental",3.5,1300,Bhandup,Mumbai
Lagoon,Restaurant,"Chinese,North Indian,Mughlai",3.7,700,Tardeo,Mumbai
New Apollo,Restaurant,"North Indian,Mughlai,Chinese,Fast Food,Beverages",3.6,350,Colaba,Mumbai
Sealand,Restaurant,"Chinese,North Indian,Seafood",3.4,600,Powai,Mumbai
Hotel Uday,Restaurant,"North Indian,Chinese,South Indian",3.5,450,Kandivali West,Mumbai
Sagar Bar & Restaurant,Restaurant,"North Indian,Chinese,Biryani,Seafood",3.1,500,Dahisar East,Mumbai
Delhi Misthan,Restaurant,North Indian,3.7,400,Girgaum,Mumbai
Kings Lal Killa Family Restaurant,Restaurant,"North Indian,Chinese",3.9,600,Mumbra,Mumbai
Hotel Sahara,Restaurant,"Chinese,North Indian,Biryani",3.7,450,Marve,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Munna Restaurant,Restaurant,"Chinese,Fast Food,North Indian,Beverages",3.6,350,Jogeshwari,Mumbai
Le Gateau,Restaurant,Bakery,-,400,Kandivali West,Mumbai
Grand Maratha,Restaurant,"North Indian,Malwani,Chinese",3.5,600,Borivali East,Mumbai
Garnish,Restaurant,"North Indian,South Indian,Chinese",3.1,750,Matunga East,Mumbai
Sai Pooja,Restaurant,"Chinese,North Indian",3.3,400,Mira Road,Mumbai
Blue Sky,Restaurant,"North Indian,Chinese,Seafood",3.3,700,Oshiwara-- Andheri West,Mumbai
Vaishali Refreshment,Restaurant,"North Indian,Chinese",3.3,400,Goregaon East,Mumbai
Colombo,Restaurant,"Chinese,North Indian",2.6,400,Charni Road,Mumbai
The Kitchen & Bar,Restaurant,"North Indian,Chinese",3.8,700,CBD-Belapur,Mumbai
Greendeed,Restaurant,"Healthy Food,Salad",3.4,400,Kandivali West,Mumbai
Hogg Quarter's,Restaurant,"Fast Food,Beverages",4.0,500,Oshiwara-- Andheri West,Mumbai
Durwa,Restaurant,"North Indian,Maharashtrian,Chinese",3.7,550,Kamothe,Mumbai
Blue Heaven Bombay Lounge,Restaurant,"Chinese,Continental,North Indian",3.6,800,Malad West,Mumbai
Ice Cream Works,Restaurant,Ice Cream,3.7,150,Panch Pakhadi-- Thane West,Mumbai
China Town,Restaurant,Chinese,3.2,400,Goregaon East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Kulfi Shakes - By The Foodie Nawab,Restaurant,"Desserts,Beverages,Ice Cream",-,300,Mumbai CST Area,Mumbai
Planet Food,Restaurant,North Indian,-,500,4 Bungalows,Mumbai
Chandok Shubham Fast Food,Restaurant,Chinese,NEW,300,Sion,Mumbai
Chaudhary Tadka,Restaurant,"North Indian,Chinese",NEW,450,Chakala,Mumbai
Sardarji'S Kitchen,Restaurant,North Indian,3.2,500,Ulwe,Mumbai
D Katta Family Restaurant,Restaurant,"North Indian,Chinese",NEW,400,Ulwe,Mumbai
Dhadoom,Restaurant,"North Indian,Fast Food",3.9,700,Kandivali West,Mumbai
Bombay Sandwich Company,Restaurant,"Sandwich,Fast Food,Beverages",3.4,400,Malad West,Mumbai
Pachinco,Restaurant,"Coffee,Beverages",3.5,400,Andheri Lokhandwala-- Andheri West,Mumbai
The London Shakes,Restaurant,"Beverages,Fast Food",3.9,400,Borivali West,Mumbai
Punjabi Grill,Restaurant,North Indian,3.6,400,Malad West,Mumbai
iStreetFood,Restaurant,"Street Food,South Indian,Fast Food,Chinese",3.5,300,Malad West,Mumbai
Classic,Restaurant,"North Indian,Chinese,Mughlai",3.6,500,Chembur,Mumbai
Sip-N-Dine,Restaurant,"North Indian,Mughlai,Chinese",3.3,600,Sion,Mumbai
Zaytoni,Restaurant,"Chinese,North Indian,Seafood",3.1,700,Byculla,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Kirti Mahal,Restaurant,"South Indian,Chinese,North Indian,Street Food,Beverages",3.9,600,Mulund West,Mumbai
Utsav Cuisine,Restaurant,"North Indian,Chinese",3.8,800,Powai,Mumbai
Lucky Dragon,Restaurant,Chinese,3.9,900,Mahim,Mumbai
Cantonese,Restaurant,Chinese,4.0,550,Naupada-- Thane West,Mumbai
Viagoa,Restaurant,"Seafood,Maharashtrian,Malwani,Goan,Chinese",3.6,800,Kharghar,Mumbai
Zesty Kitchen,Restaurant,"North Indian,Maharashtrian,Konkan,Mangalorean,Malwani,Seafood,Biryani,Bengali",4.4,600,Chandivali,Mumbai
Dosti Yaari,Restaurant,"Continental,Fast Food,Beverages,Italian,Pizza",4.2,300,Borivali West,Mumbai
212 All Good,Restaurant,"European,Healthy Food,Italian,American,Desserts,Salad",3.9,1000,High Street Phoenix-- Lower Parel,Mumbai
Benzy's Restaurant,Restaurant,"North Indian,Chinese,Mughlai,Kerala,Seafood",3.8,800,Marol,Mumbai
Asian Spices The Restaurant,Restaurant,"Chinese,North Indian,Thai",NEW,500,Virar,Mumbai
Hotel Sunny,Restaurant,"Kerala,Chinese,North Indian",4.1,700,Chembur,Mumbai
Between Breads,Restaurant,"Cafe,American,Burger,Fast Food",4.0,1000,Pali Hill-- Bandra West,Mumbai
Chill'Antro,Restaurant,"Asian,American",NEW,600,Azad Nagar,Mumbai
Ice Cream Works,Restaurant,"Desserts,Ice Cream,Beverages",4.0,300,Dadar Shivaji Park,Mumbai
Via Bombay,Restaurant,"North Indian,Chinese,Maharashtrian,Parsi",4.1,1500,Chembur,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Asian Street Kitchen,Restaurant,"Chinese,Thai,Vietnamese,Malaysian,Japanese",3.9,1200,Chowpatty,Mumbai
Soy Street,Restaurant,"Asian,Chinese",4.2,1100,Inorbit Mall-- Vashi,Mumbai
101's Maggie,Restaurant,Fast Food,NEW,200,Kandivali East,Mumbai
Light Of Bharat,Restaurant,"North Indian,Biryani,Parsi,Chinese",3.7,600,Dadar Shivaji Park,Mumbai
Cafe Hydro,Restaurant,Asian,3.9,1000,Borivali East,Mumbai
Invento,Restaurant,"Chinese,Fast Food,North Indian,Italian,Mexican",4.5,1200,Lower Parel,Mumbai
Booze on Moods - The Bistro Bar,Restaurant,"Chinese,North Indian,Seafood,Mughlai",3.5,1300,Lower Parel,Mumbai
Kampa,Restaurant,"Chinese,Thai,Seafood",4.1,700,Mulund East,Mumbai
Peetuk,Restaurant,"Biryani,Bengali",3.7,400,Galleria Shopping Centre-- Powai,Mumbai
Wazwaan,Restaurant,"North Indian,Chinese,Mughlai,Seafood",4.0,500,Marol,Mumbai
Dark Temptations,Restaurant,"Bakery,Desserts",4.1,400,Marine Lines,Mumbai
Serotonin - The Kitchen,Restaurant,"Continental,Healthy Food",4.3,500,Andheri Lokhandwala-- Andheri West,Mumbai
Burrito Factory,Restaurant,"Mexican,Tex-Mex,Salad,Healthy Food,Sandwich,Beverages",NEW,650,Colaba,Mumbai
Food Bites,Restaurant,"South Indian,Fast Food",3.9,600,Kandivali West,Mumbai
Bhagat Tarachand,Restaurant,"North Indian,Street Food,Fast Food",NEW,450,Kharghar,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Bar Tales,Restaurant,"Continental,Italian,Mexican,Chinese",4.1,1500,Mulund West,Mumbai
Aquafire Restaurant,Restaurant,"North Indian,Continental,Chinese,Italian",4.6,1100,Vile Parle East,Mumbai
Pizzaah! District,Restaurant,"Pizza,Fast Food",4.4,650,Kandivali West,Mumbai
Sweetish House Mafia,Restaurant,"Bakery,Desserts",4.2,350,Lower Parel,Mumbai
Goila Butter Chicken,Restaurant,"North Indian,Biryani,Mughlai",4.1,700,4 Bungalows,Mumbai
Quarter Pillar,Restaurant,"Chinese,North Indian,Seafood",3.8,1200,Khar,Mumbai
Nom Nom,Restaurant,"Asian,Singaporean,Indonesian,Japanese,Chinese,Thai",4.0,1600,Pali Hill-- Bandra West,Mumbai
Bistro 1,Restaurant,"European,Burger,Salad,Healthy Food,Continental",4.1,1000,Andheri Lokhandwala-- Andheri West,Mumbai
Granville Greens,Restaurant,"Mexican,South Indian,Italian,North Indian,Chinese,Street Food",3.8,1000,Borivali West,Mumbai
Turkey Central,Restaurant,"Turkish,Arabian,Mughlai",4.3,1800,Juhu,Mumbai
Keiba,Restaurant,"Sushi,Japanese,Chinese,Asian",4.3,1500,Mahalaxmi,Mumbai
Sigdi,Restaurant,"Mughlai,North Indian,Chinese",3.7,650,Linking Road-- Bandra West,Mumbai
Shabari,Restaurant,"North Indian,Chinese,South Indian",3.8,700,Santacruz West,Mumbai
British Brewing Company,Restaurant,"British,Italian,Burger,Continental,European,Pizza,Salad",4.0,1600,Oberoi Mall-- Goregaon East,Mumbai
Rodeo Pizza,Restaurant,Pizza,4.2,500,7 Bungalows-- Andheri West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Ph Se Food,Restaurant,"North Indian,Continental,Chinese",4.1,1000,R Galleria-- Runwal Green,Mumbai
Saucy Side Up,Restaurant,Chinese,4.1,800,Chakala,Mumbai
RatnaKokan,Restaurant,"Seafood,Maharashtrian,Malwani,Konkan,North Indian,Chinese",4.3,700,Vasant Vihar-- Thane West,Mumbai
Genuine Broaster Chicken,Restaurant,"Continental,Asian,American",4.2,800,Versova-- Andheri West,Mumbai
Dabba Garam,Restaurant,North Indian,3.8,180,Kasarvadavli-- Thane West,Mumbai
Farmhouse Funfiesta,Restaurant,"Chinese,Italian,Continental",4.0,800,Nalasopara,Mumbai
Saikrupa Amritsar Kulcha,Restaurant,Street Food,NEW,150,Ghatkopar East,Mumbai
Sandrich,Restaurant,"Fast Food,Street Food,Pizza",3.9,300,Kharghar,Mumbai
The Darjeeling,Restaurant,"Chinese,Momos,Tea",4.0,600,Veera Desai Area,Mumbai
Sandwizzaa,Restaurant,"Sandwich,Fast Food",4.0,300,Andheri Lokhandwala-- Andheri West,Mumbai
Sweet Bengal,Restaurant,"Desserts,Mishti,Mithai",4.0,250,Galleria Shopping Centre-- Powai,Mumbai
The Lab,Restaurant,"North Indian,Chinese,Continental,Fast Food",3.8,700,Prabhadevi,Mumbai
IDlish - Idli Dosa Relish,Restaurant,"South Indian,Tamil",4.3,250,Kandivali West,Mumbai
Janta Bar N Restaurant,Restaurant,"North Indian,Chinese,Seafood",3.5,700,Lower Parel,Mumbai
Aqua Family Restro Bar,Restaurant,"Chinese,North Indian,Mughlai",3.4,550,Bhayandar,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Sanjay Ice Cream,Restaurant,"Desserts,Ice Cream",3.7,250,Kandivali West,Mumbai
Spize & Grillz,Restaurant,"Mughlai,Chinese",3.7,950,CBD-Belapur,Mumbai
Burrp,Restaurant,"Continental,Chinese,North Indian,Italian,Mexican",-,800,Veera Desai Area,Mumbai
Bismillah,Restaurant,"North Indian,Maharashtrian",NEW,500,Ulhasnagar,Mumbai
The Matka Chef,Restaurant,North Indian,NEW,250,Manpada-- Thane West,Mumbai
Baba Hotel & Lunch Home,Restaurant,"North Indian,Chinese",NEW,400,Jogeshwari,Mumbai
Sezzan Restaurant,Restaurant,"Chinese,North Indian,Kebab,Mughlai",3.1,700,Kalwa,Mumbai
Sudarshan Lunch Home,Restaurant,"South Indian,North Indian,Chinese,Mughlai",3.5,700,Sion,Mumbai
Amma's,Restaurant,"North Indian,Chinese,South Indian",3.4,500,Malad West,Mumbai
Prem's,Restaurant,"Chinese,Thai,North Indian",3.7,800,Malad West,Mumbai
Apple In Kitchen,Restaurant,"Chinese,North Indian",2.3,800,Kharghar,Mumbai
The Hangout Pizza Hub,Restaurant,"Pizza,Fast Food",3.7,400,Malad West,Mumbai
Thalis and Combos,Restaurant,"North Indian,Chinese,Maharashtrian",2.8,500,Mahakali,Mumbai
Let's Go Eat,Restaurant,"Bakery,Desserts",4.2,700,Manpada-- Thane West,Mumbai
The Local Eatery,Restaurant,"Chinese,Thai,North Indian",3.4,500,Marve,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Kettle & Kegs,Restaurant,"Tea,Beverages",3.0,200,Chembur,Mumbai
Tanki Bar + Kitchen,Restaurant,"Biryani,North Indian,Chinese,Finger Food",3.5,800,Kopar Khairane,Mumbai
Grub Hub,Restaurant,"North Indian,Fast Food,Rolls",3.4,1300,Versova-- Andheri West,Mumbai
Chowpaty Kulfi,Restaurant,"Ice Cream,Desserts",NEW,150,Worli,Mumbai
Just Rice,Restaurant,"South Indian,North Indian",3.5,400,Jogeshwari,Mumbai
The Chef 24X7,Restaurant,"Fast Food,Mughlai",3.7,600,Mazgaon,Mumbai
Hotel Sohan Palace Family Resto-Bar,Restaurant,"North Indian,Chinese,Fast Food",3.1,1000,Kalyan,Mumbai
More's Family Restaurant & Bar,Restaurant,"North Indian,Chinese,South Indian,Seafood,Biryani",3.8,500,Marol,Mumbai
Mauja,Restaurant,"North Indian,Chinese,Biryani",3.4,700,Versova-- Andheri West,Mumbai
Cafe Coffee Time,Restaurant,"Cafe,American,Asian,Bar Food,Chinese,Fast Food,North Indian,Pizza",3.5,1000,Borivali West,Mumbai
Pohewala,Restaurant,"Fast Food,Maharashtrian",3.6,200,Goregaon West,Mumbai
Happytite,Restaurant,"Chinese,North Indian",3.9,500,4 Bungalows,Mumbai
Bambooz Family Restaurant & Bar,Restaurant,"Chinese,North Indian",3.5,700,Palms Water Business & Leisure Club-- Kalyan West,Mumbai
Noor Sahab,Restaurant,"North Indian,Chinese,Seafood,Asian",NEW,800,Byculla,Mumbai
Cafe Naaz,Restaurant,"North Indian,Chinese,Biryani",3.3,500,Dahisar East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Brewers Bay,Restaurant,"Continental,Mexican,Italian",4.1,600,Kharghar,Mumbai
Shuruwat- Veg Food Journey,Restaurant,"Continental,Tea,South Indian,Fast Food,Pizza,North Indian,Chinese",4.5,600,Ghatkopar West,Mumbai
Pride Kitchen Hyderabadi Biryani,Restaurant,"North Indian,Biryani",3.9,500,Nerul,Mumbai
Blossom - The Fusion Spot,Restaurant,"North Indian,Chinese,Fast Food",3.9,800,R Odeon Mall-- Ghatkopar East,Mumbai
Nischita Nxt,Restaurant,"North Indian,Chinese,Biryani",3.8,450,Borivali West,Mumbai
Kokan Swad,Restaurant,"Malwani,North Indian,Awadhi,Seafood,Chinese",3.9,600,Bhandup,Mumbai
Gupta Ice Cream,Restaurant,Desserts,4.2,150,Mazgaon,Mumbai
Nothing But Chicken,Restaurant,Fast Food,3.8,300,Mahakali,Mumbai
Poushtikk Box,Restaurant,North Indian,3.7,500,Near Andheri East Station,Mumbai
Pizza Bite,Restaurant,"Pizza,Fast Food",3.8,450,Nalasopara,Mumbai
The Waffle Point,Restaurant,"Desserts,Bakery,Cafe,Beverages",4.4,300,Near Andheri East Station,Mumbai
Kabila,Restaurant,"North Indian,Mughlai,Chinese,Desserts,Kebab",4.3,700,Kharghar,Mumbai
Oh! Calcutta,Restaurant,"Bengali,Seafood",4.1,1200,Tardeo,Mumbai
D'Crepes Cafe,Restaurant,"Cafe,Salad,Healthy Food",4.3,1000,Vasant Vihar-- Thane West,Mumbai
Xotik Cafe,Restaurant,"Cafe,Continental",NEW,600,Malad East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Portico,Restaurant,"Continental,Italian,Mexican,American,Beverages",4.3,800,Hiranandani Estate-- Thane West,Mumbai
Badri's,Restaurant,"Chinese,North Indian,Seafood,Biryani",3.8,500,Chembur,Mumbai
Cafe Runway,Restaurant,"Cafe,Pizza,Burger,Beverages,Fast Food",4.2,700,Borivali West,Mumbai
Talli,Restaurant,"Continental,European,Italian,Kebab,Finger Food",3.8,1000,Manpada-- Thane West,Mumbai
1993 The Container Kitchen,Restaurant,"North Indian,Chinese,Mughlai",3.7,800,Mira Road,Mumbai
Desi Videsi,Restaurant,"North Indian,South Indian,Fast Food",4.3,300,Santacruz East,Mumbai
Kailash Parbat,Restaurant,"North Indian,South Indian,Chinese,Street Food",3.7,1000,Colaba,Mumbai
Khane Khas,Restaurant,"North Indian,Kebab,Biryani,Rolls",4.3,1000,Pali Hill-- Bandra West,Mumbai
Mumbai Magic,Restaurant,"North Indian,Chinese,Continental",NEW,400,Borivali West,Mumbai
The Dressing Co.,Restaurant,"Salad,Healthy Food",4.2,500,Andheri Lokhandwala-- Andheri West,Mumbai
Hotel Popular,Restaurant,"South Indian,North Indian,Fast Food,Beverages",3.9,500,Ghatkopar East,Mumbai
Royale Masterchef Finedine and Bar,Restaurant,"North Indian,Asian,Continental,Lebanese,Salad",4.6,1400,Dahisar West,Mumbai
Cafe Istaa,Restaurant,"Cafe,Desserts,Italian,Salad",4.1,500,Sion,Mumbai
Enrich Ice Cream,Restaurant,Ice Cream,4.2,100,Goregaon East,Mumbai
Sorriso Indian Kitchen &  Bar,Restaurant,"North Indian,Chinese,Continental,Malwani,Mughlai",3.6,1300,Mulund West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
STOVE - The Vegetarian Kitchen,Restaurant,"Mexican,Italian,Lebanese,Rajasthani,Gujarati",4.4,600,Santacruz East,Mumbai
Mucho,Restaurant,"Continental,Juices,Beverages,Sandwich,Italian,Chinese,Salad,Coffee",3.9,800,Kandivali East,Mumbai
Fresh Food Co.,Restaurant,"Continental,Healthy Food,Salad,Beverages,Desserts,Sandwich,Juices",4.5,500,Santacruz East,Mumbai
Swad Maharashtracha,Restaurant,Maharashtrian,3.5,400,Andheri Lokhandwala-- Andheri West,Mumbai
Bunk Junk,Restaurant,"Salad,Sandwich,Healthy Food",4.5,500,Oshiwara-- Andheri West,Mumbai
Maruti Pav Bhaji,Restaurant,Street Food,4.0,150,Vile Parle West,Mumbai
Oh Dough,Restaurant,"Bakery,Desserts",4.3,500,Fort,Mumbai
Theeram,Restaurant,"Biryani,South Indian,Kerala",4.0,550,Santacruz East,Mumbai
Pangat,Restaurant,"North Indian,Chinese,Biryani,Malwani",3.9,500,Borivali West,Mumbai
Ganga Vihar,Restaurant,"North Indian,South Indian,Chinese,Beverages",3.7,500,Matunga West,Mumbai
D.P's,Restaurant,"South Indian,Fast Food,Chinese",3.7,400,Dadar West,Mumbai
Bubble Bee,Restaurant,Desserts,4.0,300,Vasai,Mumbai
Cafe Vrindavan Pure Vegetarian,Restaurant,"North Indian,Chinese,Italian,Beverages",NEW,500,Vashi,Mumbai
Shreejee's,Restaurant,"South Indian,North Indian,Chinese,Fast Food",3.9,700,Oshiwara-- Andheri West,Mumbai
Healthy Treats,Restaurant,"Bakery,Desserts,Healthy Food",4.0,500,Pali Hill-- Bandra West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Eatalios,Restaurant,"Italian,Pizza,Fast Food,Continental",3.6,700,Bhayandar,Mumbai
The Noisy Cafe,Restaurant,"Cafe,North Indian,Italian,Chinese",4.4,500,Malad West,Mumbai
Bombay Rolls,Restaurant,"Rolls,Sandwich,Fast Food",4.0,400,Naupada-- Thane West,Mumbai
Om Snacks,Restaurant,"Beverages,Fast Food,Pizza",4.0,300,Chakala,Mumbai
Bonnie's Bakery,Restaurant,"Bakery,Desserts",4.3,350,Mulund West,Mumbai
En'creo,Restaurant,"Continental,Mediterranean,Burger,American,Beverages,Cafe,Italian,Asian",4.4,800,Vile Parle East,Mumbai
The Class Thali,Restaurant,"North Indian,Gujarati",3.5,1000,Juhu,Mumbai
Konark Veg Diet,Restaurant,"North Indian,Chinese,South Indian,Fast Food",3.7,700,Kandivali East,Mumbai
The Herbiary,Restaurant,"Healthy Food,Juices,Sandwich,Salad,Wraps,Rolls",4.1,450,Goregaon East,Mumbai
Choice Snacks Parlour,Restaurant,"Fast Food,Beverages,Desserts",NEW,600,Borivali West,Mumbai
Parivar,Restaurant,"Chinese,Fast Food,North Indian,Street Food",3.6,500,Mira Road,Mumbai
Shaan  E Lucknow Tunday Kabab,Restaurant,Mughlai,NEW,300,Ghansoli,Mumbai
Ravindra Restaurant,Restaurant,"North Indian,South Indian,Chinese,Fast Food",3.9,400,Dahisar East,Mumbai
Curry Twist,Restaurant,"North Indian,Continental,Asian,Salad",4.0,1200,Sakinaka,Mumbai
Dynasty,Restaurant,Chinese,3.8,1000,Santacruz West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
The White Creme,Restaurant,"Desserts,Bakery",4.3,500,Malad West,Mumbai
The Village Shop,Restaurant,"Cafe,Healthy Food,Salad,Beverages,Juices",3.9,1100,Hill Road-- Bandra West,Mumbai
SASA Chillout,Restaurant,"Lebanese,Fast Food",3.9,300,Haware Centurion Mall-- Seawoods,Mumbai
Myra Dining & Bar,Restaurant,"Seafood,Malwani,Chinese,North Indian",3.8,900,Bhandup,Mumbai
41 Park Street,Restaurant,Rolls,3.8,300,Bhayandar,Mumbai
Sagar Fine Dine,Restaurant,"Continental,Italian,Chettinad,North Indian",4.1,900,Nerul,Mumbai
Indichef,Restaurant,"North Indian,Mughlai,Biryani",NEW,400,Nerul,Mumbai
Pomona,Restaurant,"Cafe,Italian,Continental,Desserts",3.6,400,Matunga East,Mumbai
Farmville Cafe,Restaurant,"Coffee,Healthy Food,Salad,Juices,Cafe",4.0,800,Juhu,Mumbai
Juice Lounge,Restaurant,"Beverages,Fast Food",NEW,500,Vasai,Mumbai
Dario's,Restaurant,"Cafe,Italian,Coffee,Salad,Healthy Food",4.2,1500,Vashi,Mumbai
Tibbs Frankie,Restaurant,Rolls,3.0,300,Vile Parle West,Mumbai
New Lazeez Restaurant,Restaurant,"North Indian,Mughlai,Fast Food,Chinese",3.7,500,Mira Road,Mumbai
Raj Restaurant,Restaurant,"Chinese,North Indian,Mughlai",3.1,400,Grant Road,Mumbai
Cafe Jumbo,Restaurant,"Chinese,North Indian,Mughlai,Seafood",3.3,500,Santacruz West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Deepa Restaurant & Bar,Restaurant,"North Indian,Chinese",3.4,850,Dahisar West,Mumbai
Mumbai Creams,Restaurant,"South Indian,Continental,Desserts",2.7,800,Oshiwara-- Andheri West,Mumbai
Red Box Cafe,Restaurant,"Italian,Fast Food,Continental,Charcoal Chicken",3.8,1500,Mahakali,Mumbai
Country Of Origin,Restaurant,"Bakery,Desserts",3.2,300,Lower Parel,Mumbai
Hotel Shahi Darbar,Restaurant,"North Indian,Mughlai",3.8,700,Kalyan,Mumbai
21st Century Pizzeria,Restaurant,"Pizza,Italian,Fast Food",3.6,500,Mahakali,Mumbai
Henry's Kitchen,Restaurant,"Chinese,Seafood",4.0,550,Andheri Lokhandwala-- Andheri West,Mumbai
Hotel Sun Inn,Restaurant,"Chinese,North Indian",3.3,700,Vashi,Mumbai
Temptations,Restaurant,"Desserts,Ice Cream",3.9,500,Vile Parle West,Mumbai
Mahesh Resto Bar,Restaurant,"North Indian,Chinese,Seafood,Mughlai",3.5,550,Ghatkopar West,Mumbai
On The House,Restaurant,"Chinese,Asian,Thai,Momos",4.1,500,Khar,Mumbai
Aarohii Homemade Chocolates,Restaurant,Desserts,3.4,200,Girgaum,Mumbai
ToGo,Restaurant,"North Indian,Asian,Italian,Pizza,Burger,European,Biryani,Rolls",3.9,600,Khar,Mumbai
ChickenWalla,Restaurant,"North Indian,South Indian,Beverages,Desserts",-,500,Chandivali,Mumbai
Hokey Pokey,Restaurant,"Desserts,Ice Cream",3.8,200,Andheri Lokhandwala-- Andheri West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Happy Singh Da Dhaba,Restaurant,North Indian,2.7,700,Andheri Lokhandwala-- Andheri West,Mumbai
